"","name_ratio","name_FDR"
"CAMP_UP.V1_UP",6.15459777807522,1.66515614857858e-16
"EGFR_UP.V1_UP",5.48347088596051,3.67268448517399e-13
"STK33_SKM_UP",4.36651692328795,2.91482230655413e-11
"CAMP_UP.V1_DN",4.6903794327758,1.35828627844994e-10
"CSR_EARLY_UP.V1_UP",5.39131171140655,1.35828627844994e-10
"STK33_NOMO_UP",3.82861266462205,5.15112175459376e-10
"STK33_UP",3.89145605431913,5.15112175459376e-10
"CSR_LATE_UP.V1_UP",4.98442026148908,5.15112175459376e-10
"P53_DN.V1_UP",4.41868558425914,2.74519813664526e-09
"HINATA_NFKB_IMMU_INF",19.5684647302905,3.01504356745659e-09
"ESC_V6.5_UP_EARLY.V1_DN",4.82774623280192,3.61070698479497e-09
"SIRNA_EIF4GI_UP",6.19668049792531,8.72272715780717e-09
"TBK1.DF_UP",3.40321125744182,5.38104615590959e-08
"RB_DN.V1_DN",5.01755505904883,9.04930062499886e-08
"ESC_J1_UP_EARLY.V1_DN",4.06693995900615,3.05921746105119e-07
"CYCLIN_D1_KE_.V1_UP",3.84953404530304,3.97005886304294e-07
"E2F1_UP.V1_DN",3.70940677579682,1.35007250259895e-06
"RB_P130_DN.V1_DN",4.32326546366882,1.50615606997924e-06
"BMI1_DN_MEL18_DN.V1_UP",4.13418268949798,1.50615606997924e-06
"RAF_UP.V1_DN",3.6492542334866,1.52000902622717e-06
"VEGF_A_UP.V1_DN",3.55322122734221,2.28205693827578e-06
"CORDENONSI_YAP_CONSERVED_SIGNATURE",6.52282157676349,3.58309371825669e-06
"PGF_UP.V1_UP",3.56773113867174,3.58309371825669e-06
"BMI1_DN.V1_UP",3.98358032009484,3.99380678938434e-06
"AKT_UP.V1_UP",3.73919708222111,5.14395515952678e-06
"GCNP_SHH_UP_LATE.V1_UP",3.58375952909389,5.1748806321245e-06
"RB_P107_DN.V1_DN",4.26492180019151,5.503111524802e-06
"P53_DN.V1_DN",3.39873334789255,6.27757894150811e-06
"CRX_DN.V1_DN",3.99196680497925,1.1890916128354e-05
"MEL18_DN.V1_UP",3.80106868861757,1.1890916128354e-05
"RPS14_DN.V1_UP",3.35003608154429,1.22555987795809e-05
"KRAS.LUNG.BREAST_UP.V1_UP",3.80912863070539,2.04725065771917e-05
"TGFB_UP.V1_UP",3.26141078838174,2.91074540406623e-05
"ERBB2_UP.V1_DN",3.0735808476896,6.54980603291806e-05
"AKT_UP_MTOR_DN.V1_UP",3.10793263363437,0.000143887393516079
"P53_DN.V2_UP",3.37872772321562,0.000143887393516079
"LTE2_UP.V1_DN",2.98235959793197,0.000145120051810183
"MTOR_UP.V1_UP",3.13833868315979,0.000193840175546229
"HOXA9_DN.V1_DN",2.96825026807777,0.00023173629271373
"CYCLIN_D1_UP.V1_UP",2.91905274982233,0.000277983194719706
"MTOR_UP.N4.V1_UP",2.87145949846653,0.000332033767667213
"KRAS.600.LUNG.BREAST_UP.V1_UP",2.49327928995979,0.000434744502288895
"BCAT_BILD_ET_AL_UP",5.46096690147641,0.000493022909834318
"PTEN_DN.V2_UP",3.21045124481328,0.000596858854815991
"TBK1.DF_DN",2.34821576763485,0.000918412873021059
"IL2_UP.V1_UP",2.77895357116551,0.00101327930209319
"RELA_DN.V1_UP",2.95638675781367,0.00126404948290286
"PDGF_UP.V1_UP",2.93526970954357,0.001327038015885
"ESC_J1_UP_LATE.V1_UP",2.68367516301126,0.00135337256831714
"IL15_UP.V1_UP",2.68367516301126,0.00135337256831714
"ESC_J1_UP_LATE.V1_DN",2.71784232365145,0.00173633417844689
"HOXA9_DN.V1_UP",2.60912863070539,0.00175024343246743
"NFE2L2.V2",1.98520656684106,0.00180685765039622
"BCAT_GDS748_UP",4.77834603879186,0.00220663890381465
"VEGF_A_UP.V1_UP",2.48488441019561,0.00273686141807961
"GLI1_UP.V1_UP",6.38102110770341,0.00341453738635719
"KRAS.DF.V1_DN",2.4735418900648,0.00390406663754608
"PDGF_ERK_DN.V1_DN",2.64989626556017,0.00416607695020603
"TBK1.DN.48HRS_DN",4.1932424422051,0.00416607695020603
"TBK1.DN.48HRS_UP",4.1932424422051,0.00416607695020603
"TGFB_UP.V1_DN",2.4191783320414,0.00450398162526639
"KRAS.DF.V1_UP",2.37994841314343,0.00516585830936524
"RAF_UP.V1_UP",2.35449441941997,0.00561898676686768
"MEK_UP.V1_UP",2.3419705129337,0.00581131886518113
"RAPA_EARLY_UP.V1_DN",2.3617112605523,0.00727602037788699
"MTOR_UP.V1_DN",2.34821576763485,0.00753164967873737
